O,"Number 20 , people pretty consistently report feeling a sense of closeness with whoever they do this with , which is not the same thing as falling in love ."
O,But it's kind of the isn't unrelated .
O,Let's say it's it's one of the essential steps in that process .
O,"So Mandy and Mark , take that step ."
O,"And for the next several hours , they get to know really intimate details about each other's lives ."
O,And then .
O,It was over .
O,"And I remember thinking like , wow , that was like super intense ."
O,"We just had this like deeply vulnerable , intimate experience and then suddenly we needed to leave , like we needed to end the date ."
O,"Yeah , we're just thinking like it was so weird to have small talk with someone after telling them these details about my entire life ."
O,"Yeah , I just remember walking along and feeling like I had nothing to say to ."
O,But we went out again .
O,"So yeah , it worked out pretty well ."
O,"And let's see next , I guess two weeks , two weeks , we'll celebrate our five year anniversary ."
O,Meet someone new .
O,Ask each other some questions .
O,"And bam , love ."
O,And wedding bells .
O,"Of course , it's not that simple ."
O,Market Mandy's love certainly wasn't destined .
O,But Mandy says those 36 questions .
O,They mattered .
O,"Like if you were to ask my partner Mark , where do we have fallen in love ?"
O,"If we hadn't done the 36 questions , I think his answer would be maybe ."
O,"Probably even if you were to ask me that I am less sure I didn't know him well , but I could see how much his friends seemed to really admire him ."
O,"And I thought , Oh , this is a good sign ."
O,Like this would be a good person to fall in love with .
O,And doing the questions really sort of like convinced me that in fact he was like a really decent human being and was worth bothering to get to know .
O,And so I think that mattered .
O,"Jill , we think I mean , through a variety of influences , where is it , whether it's media or literature or just human interaction ?"
O,I think most of us believe that love is not something you can necessarily control or engineer or that it's one of those things that kind of happens .
O,You will let fate take you by the hand .
O,"Yeah , this whole concept suggests that that that isn't true ."
O,"Yeah , it's not entirely true ."
O,Like there are real things that are happening inside our brains and and inside our bodies when we fall in love .
O,"There is this whole biological component , but we also have these cultural scripts about how love is supposed to work ."
O,"And having spent a decade of my life writing about these things , like the things that it's left me with , is the notion that we have a lot more say over experiences in romantic love than our cultural stories would lead us to believe ."
O,"We often think of love as this mysterious , unknowable force , something that happens to us on a timescale beyond our control ."
O,But what if we could control it ?
O,What if we could decide when we fall in love ?
O,And even when we might need to fall out of love ?
O,"So on the show today , we're gonna explore ideas about falling in and out of love ."
O,"And from andyou'll and Catrin , she argues , our understanding of how love works begins with how we talk about it , the words and the metaphors we use ."
O,Here's more from Mandy on the TED stage .
O,"So most of us will probably fall in love a few times over the course of our lives , and falling is really the main way that we talk about that experience ."
O,"And I don't know about you , but when I conceptualize this metaphor , what I picture is straight out of a cartoon like there's a man who's walking down the sidewalk without realizing it ."
O,He crosses over an open manhole and he just plummets into the sewer below .
O,And I picture it this way because falling is not jumping .
O,Falling is accidental .
O,It's uncontrollable .
O,It's something that happens to us without our consent .
O,"And I would like to argue that many of the metaphors we used to talk about love , maybe even most of them are a problem ."
O,"So in love we fall , we're struck , we are crushed , we swoon , we burn with passion ."
O,Love makes us crazy and it makes us sick .
O,Our hearts ache and then they break .
O,So our metaphors create the experience of loving someone to extreme violence or illness .
O,"I mean , why is is his love , at least in popular literature and in our culture , just so associate with pain and suffering ?"
O,I think that's because it can cause us lots of pain and suffering .
O,"Like I think when you are first in romantic love , you can't stop thinking about the person you always want to be with them like you do feel really high when you're together ."
O,It does feel really sad when you have to be apart for a few days like those metaphors make sense .
O,But I think the fact that we position ourselves is so passive suggests there's nothing we can do about this and that we should take these feelings as a sign that this is a meaningful connection and we should act on them .
O,"Like if we think that love is supposed to be painful or or it's supposed to cause us suffering , which must be crazy in love ."
O,"Yeah , if we think about it that way , you know , it is very easy to get into relationship dynamics that I think are really unhealthy or maybe even rationalize being in a relationship that is abusive ."
O,So I actually think the way we talk about this and the way we think about it really matters in that there are real world stakes for it .
O,"So if we understand that this is a this is like the wrong way to frame love , we give our metaphors are off and our language is off , which we're talking about like hundreds of years of literature that is deeply interested in poetry ."
O,It's just right .
O,It's super entrenched .
O,How do we begin to even reframe the way we talk about love ?
O,Yeah .
O,"You know , I think if we think about our relationship as an opportunity for kindness and generosity as something that we have some say over ."
O,"So in their book , The Metaphors We Live by , linguist Mark Johnson and George Lakoff suggest a really interesting solution to this dilemma ."
O,"In my talk , I talk about the metaphor that Lakoff and Johnson suggest , which is the collaborative work of art ."
O,Love is a collaborative work of art .
O,And I really like this way of thinking about love .
O,"Linguists talk about metaphors as having entailed myths , which is essentially a way of considering all the implications of or ideas contained within a given metaphor ."
O,And Johnson and Lakoff talk about everything .
O,"The collaborating on a work of art entails efforts , compromise , patients , shared goals ."
O,"We think it's art often is like beautiful or inspiring , but it also means like love requires effort , right ?"
O,Like you can't make a work of art without putting time and energy and critical thought and attention into it .
O,So I think it puts us in a much more empowered position .
O,Right .
O,Like it's not something that happens to you .
O,It's something you do together .
O,It's not something that comes easily .
O,"It's can be challenging at times , but it's something that you get to decide what it looks like ."
O,You have some say over it .
O,"Yeah , you have to ."
O,You have to be intentional about it .
O,Yeah .
O,"And actually , Mark and I have tried to build that into our relationship in like really intentional ways , like , oh , we're making something together ."
O,How do we want it to work ?
O,What do we want it to look like ?
O,So like we have a relationship contract and the word contract tends to sound really controversial to people .
O,It is not a legally binding document .
O,It's more like just a statement of our intentions .
O,"And we kind of sit down together every year and say , okay , like what do we want this relationship to be like going forward ?"
O,And we adjust it and it covers everything from who does which chores around the house to like what our goals are together as a couple and steps we can take to support each other .
O,Is it a simple thing ?
O,But like to me it makes it feel like this relationship isn't something that I've gotten myself stuck in because I had strong feelings for this person one day .
O,It's like it's a thing that we're making together .
O,That's Mandy Lynn .
O,She's a writer and a lecturer at the University of British Columbia .
O,You can find her to talks at TED.com on the show today in and out of love .
O,I'm Guy RAZ and you're listening to the TED Radio Hour from NPR .
B-AD,Support for this podcast and the following message come from Moch Stra Moch Stra provides businesses with their own client interaction app for today's digital age .
I-AD,"Your app powered by Moch Stra will be a one stop hub , keeping your clients in continuous connection with your business ."
I-AD,Your organization can provide personalized high touch service to your clients from anywhere and at any time .
I-AD,Manage your team to effectively respond to clients all from within your app .
E-AD,Get your One-Stop app at moxa .
B-AD,Dot com support also comes from iRobot .
I-AD,Let iRobot take some of the work out of working from home with the Roomba i7 plus robot vacuum vacuum on your schedule and control which rooms are cleaned and when the Roomba iseven plus robot vacuum even empties on its own into an allergen lock bag that holds 60 days of debris .
I-AD,So you can forget about vacuuming for months at a time .
I-AD,"If it's not for my robot , it's not a Roomba ."
E-AD,Learn more at iRobot dot com slash tedd .
O,It's the TED Radio Hour from NPR .
O,I'm Guy RAZ .
O,"And on the show today , ideas about falling in and out of love ."
O,We are playing with one of the most powerful brain systems in every vault .
O,"I mean , this is a survival mechanism ."
O,It evolved millions of years ago .
O,And I'm not surprised that people suffer in love .
O,"This is Helen Fisher , a biological anthropologist and I study love ."
O,And Helen is actually the chief science advisor to Match.com and one of the country's leading experts on love .
O,All right .
O,Let me just ask you about love .
O,"I mean , I know I don't mean to sound reductive ."
O,It's much more complicated .
O,But can we say there's a place in our brain where love or feelings of love resides ?
O,There's a place in our brain where all feelings reside .
O,Every time you think something .
O,Do something .
O,Feel something .
O,There's something going on in the brain .
O,"I came to believe , really that we've evolved three distinctly different brain systems from baiting and reproduction ."
O,One is the sex drive .
O,Second is feelings of intense romantic love .
O,And the third is feelings of deep attachment .
O,"And I became quite convinced that all three resided in the brain and that if I looked , I could find some of the brain circuitry of romantic love and feelings of attachment ."
O,"And according to Helen , romantic love and attachment aren't even feelings their drives , meaning they fulfill a biological need ."
O,"In fact , the basic brain region that generates the feelings of intense romantic love , that factory lies at the base of the brain right near a factory that orchestrates thirst and hunger ."
O,Thurston Hunger keeps you alive today .
O,Romantic love enables you to focus your mating energy on a particular individual and drive your DNA into tomorrow .
O,So I have my brain scanning partner Lucy Brown have come to believe that romantic love is a survival mechanism .
O,"So so if love is primarily a drive , right ?"
O,"It's driven by biology , right ?"
O,Like how how much agency do we actually have in that process ?
O,"Well , I think that we have a lot of agency recurrently making choices ."
O,"I mean , you know , we tend to fall in love with somebody who has the same socioeconomic background , same general level of intelligence ."
O,Same general level of good looks .
O,"But you can walk into a room and everybody's from your background and good looks , and you don't fall in love with all of them ."
O,"We make choices and , you know , we carry in our head what I call a love map , an unconscious list of what you're looking for in a partner ."
O,"And when the timing is right and somebody comes by who fits within that general perspective of who you're looking for , you can instantly trigger that brain circuitry for romantic love and be off to the races ."
O,"I mean , it's amazing because there is both ."
O,"I mean , there's this there's a drive ."
O,"Our brains , as you say , are smart and they figure out the person that it thinks we will be most compatible with ."
O,"But then we also have agency , too , like we also can engineer it ."
O,There's no question about it .
O,One of the problems when once you've fallen madly in love .
O,Basic brain regions like with decision making and begin to shut down .
O,And so you can overlook a lot .
O,"Oh , he's so cute ."
O,Doesn't marry as a wife .
O,He'll divorce her .
O,"Oh , she's just so charming ."
O,She'll get over her anger problem .
O,So what you've got to do is make your choices just like you said .
O,You've got to use that agency before you fall in love .
O,"You know , if you begin to fall for somebody who you know is lying to , the way out is through the door ."
O,We've evolved a huge cerebral cortex .
O,We can overcome our drives .
O,"I mean , people have a drive to eat sugar ."
O,"We can say , no , thank you , but you've got to realize who you are ."
O,Understand your assets and your your defects .
O,And cognitively .
O,Think of work arounds .
O,We can do this .
O,Does our brain chemistry make it harder to fall out of love than to fall in love ?
O,It's extremely difficult to do .
O,"You know , we I and my colleagues have put 15 people who had just been rejected in love into a brain scanner ."
O,"And we ended up finding that those people who are still madly in love with somebody who had just dumped them , they still showed activity in this ventral tegmental area , a little factory near the base of the brain that pumps out the dopamine gives you that elation ."
O,We still found activity in a brain region lead with feelings of deep attachment to the partner .
O,You don't stop loving somebody just because they dumped you .
O,"We found activity in three brain regions linked with addiction , particularly the primary brain region ."
O,It's called the nucleus accumbens that is associated with all of the addictions .
O,"So used to crave the person and we even found activity in a brain region link with physical pain , not only the distress that goes along with pain , but physical pain ."
O,"So , you know , the brain is really in overdrive ."
O,"And to conquer all of that , you really have to treat it as an addiction ."
O,Throw out the cards and letters .
O,"Don't write , don't call , don't show up ."
O,Assemble what you know about the situation .
O,Create a story .
O,"And after you've built their story , than you can throw it out ."
O,"And finally , of course , you put your life back together and you move on ."
O,"In matter of fact , we've proven that in the brain when we put these rejected people into the brain scanner ."
O,We ended up finding that those people who had been rejected quite a while ago .
O,"Let's say several months as opposed to several days , we find less and less activity in this brain region linked with attachment ."
O,"As time goes by , feelings of attachment and probably romantic love also begin to decline ."
O,So time does heal .
O,"So , Helen , my last question for you is about a sort of the science of love ."
O,Right .
O,"I'm wondering , like even with all of the advances in technology and all of our abilities to measure brain activity , are we are we are we still at a place ?"
O,We've just scratched the scientific surface .
O,We've just scratched the scientific surface .
O,But we've come a long way .
O,"I mean , you know , when I was growing up , people believed that romantic love was part of the supernatural ."
O,Yeah .
O,We've proven that .
O,"It's not that this is a very specific brain system , that it is triggered under certain circumstances that you can get over it if you treat it as an addiction and do certain things ."
O,We have more and more cognitive control over this powerful survival mechanism .
O,That's Helen Fisher .
O,She's a biological anthropologist .
O,You can see all of Helen's talks at TED.com .
O,"And by the way , Helen actually inspired our next guest to try to use neuroscience to fall out of love , to get rid of her feelings for an ex-boyfriend ."
O,"Yeah , I wanted it out ."
O,"I don't want to spend , like , all my good years obsessing on this dude ."
O,I can't win with .
O,This is Dessa .
O,She's a musician .
O,And you're actually hearing one of her songs for a long time .
O,Dessa was desperately trying to move on from an unhealthy relationship .
O,"It was one of those volatile ones , you know , where it's almost like difficult to to put the relationship up against the tape measure to figure out how long it lasted , because it was on and off for so long ."
O,But I would say that we first met and fell into love when we were 21 years old and we were still tempted to try to give it another shot .
O,Like 14 years later .
O,Wow .
O,And was it like how would you characterize your relationship ?
O,The most confident description that I could give it would be .
O,"Passionate , playful , unconventional , I think ."
O,"I would also say it was bitterly sad , jealous , lonely ."
O,And I think that I've learned about the smallest of my feelings .
O,"Like , I really got to meet the worst of me in that relationship ."
O,So here you are in a situation that I think millions people can relate to .
O,Right .
O,"The irrationality of being in love of somebody who , you know , is not right is not the right person ."
O,Yes .
O,Did you feel trapped ?
O,I felt I felt spun out .
O,I felt sad .
O,"I also felt sort of embarrassed , like it did not jive with my feminist intuitions to be so torn up over a dude for so long ."
O,It started to get harder .
O,So it's like even the if you can imagine being on stage and it's loud and there are bright lights and everybody's had a few shots of whiskey like that bombast and that that big victory feeling both hands in the air and the big bout the end .
O,It was just getting harder .
O,"Duke because I knew that when I got offstage , I was gonna be so sad again ."
O,Here's more from Desha on the TED stage .
O,And even though I knew it wasn't doing either of us any good .
O,I just couldn't figure out how to put the love down .
O,"Then drinking white wine one night , I saw Ted talk by a woman named Dr. Helen Fisher , and she said that in her work she'd been able to map the coordinates of love in the human brain ."
O,"And I thought , well , if I could find my love in my brain , maybe I can get it out ."
O,So I went to Twitter .
O,"Anybody got access to an MRI lab , like at midnight or something ?"
O,I'll trade for backstage passes and whiskey .
O,"And that's Dr. Cheryl Ohman , who works at the University of Minnesota's Center for Magnetic Resonance Research ."
O,She took me up on it .
O,I explained the doctor phishers protocol and we decided to recreate it with a sample size of one .
O,So I got decked out in a pair of forest green scrubs .
O,And I was laid on a gurney and wheeled into an MRI machine .
O,"If you're unfamiliar with that technology , essentially IT FMI machine is a big tubular magnet that tracks the progress of deoxygenated iron in your blood ."
O,So it's essentially figuring out what parts of your brain are making the biggest metabolic demand at any given moment .
O,"And in that way , it can figure out which structures are associated with a task like tapping your finger , for example , always light up the same region or in my case , looking at pictures of your ex boyfriend and then looking at pictures of a dude who just sort of resembled my ex boyfriend , but for whom I had no strong feelings ."
O,He was the control .
O,"And when I left the machine , we had these really high resolution images of my brain ."
O,"After she'd had time to analyze the data with her team and a couple of partners , Andrew and Phil Sherrill sent me an image , a single slide ."
O,It was my brain in cross section with one bright dot of activity that represented my feelings for this dude .
O,I had known I was in love .
O,"That's the whole reason I was going to these outrageous lengths , but having an image that proved it felt like such a vindication , like , yeah , it's all in my head ."
O,But now I know exactly where .
O,I also felt like an assassin who had her mark .
O,That was what I had to annihilate .
O,Wow .
O,So there's like a a red beacon just coming out of this part of your brain .
O,"When you saw photos of your ex-boyfriend , which I guess meant that your feelings for him resided in that very spark ."
O,Was in exactly the places that Dr. Phishers study had thought .
O,So like the anterior cingulate .
O,Yes .
O,Yeah .
O,And the ventral tegmental region .
O,And I started to cry in a coffee shop because I I don't know .
O,It was really emotionally salient .
O,All right .
O,"So you've identified the part of your brain that is in love and now you know , you know where it is and maybe you can , you know , do something about it ."
O,Maybe you can actually zap it sort of .
O,Right .
O,I ended up putting out another call on Twitter .
O,I knew that I wanted to try to change that dot in my head .
O,"It was almost like like I imagined , like , you know , P.X ."
O,90 ads in magazines here .
O,Now there's like the before picture .
O,"Yeah , yeah , yeah ."
O,I had my before picture .
O,So you get the full picture and you're looking to go to your after picture like the picture of your brain without the red dot in it .
O,Exactly .
O,Yeah .
O,So I ended up I ended up working with this woman named Penny Jean Grace Fire and she was a clinician for neurofeedback .
O,"So essentially you've got all these all these sensors affixed to your scalp and they're measuring the electricity that your brain is generating , like right through the bone , into the hair ."
O,So you can see what parts of your brain are active in real time .
O,She'd done some research on like what parts of the brain were responsible for emotional regulation .
O,"And she thought , OK , I think we should target these areas in your in your head to try to see if we can get them to be a little less vigilant , to chill out ."
O,And we worked at my dad's house because he has a flat screen TV .
O,So I could see my brain big .
O,"I could see like waves of color passing over this image of my brain that indicated which parts were hyper active , which parts were hypoactive ."
O,"And then the way that she described it , which I found helpful , is like we're not trying to blunt ."
O,Your brain's ability to fall in love .
O,We aren't trying to do is like analogous to the way that you you might train a muscle at the gym .
O,You're trying to strengthen it .
O,You're trying to make it more flexible .
O,"But really , what you're trying to do is is make sure that it can respond in a way that's appropriate to the circumstance ."
O,Yes .
O,"Whenever my brain would dip towards lower levels of activity , not only could I see it , but I could I could hear it ."
O,"And every time my brain operated in that healthy threshold , I got a little run of harp or vibraphone music and I just watched my brain rotated roughly the speed of it ."
O,Your own machine on my dad's flat screen TV .
O,"She said the learning would be essentially unconscious , but then I thought about the other things that I had learned without actively engaging my conscious mind ."
O,"When you ride a bike , I don't really know what like my left calf muscles doing or or how my latissimus dorsi nose to engage ."
O,"When I wobble to the right , the body just learns ."
O,"And similarly , like Pavlov's dogs probably don't know a lot about like protein structures or the wave form of a ringing bell , but they salivate nonetheless because the body paired the stimuli ."
O,Finish the sessions went back to Dr. Cheryl Allman's MRI machine and we repeated the protocol .
O,"And after she had time to analyze that second set of data , she said , Dude , A's dominance of your brain seems to essentially have been eradicated ."
O,I think this is the desired result .
O,Comma Yes .
O,Question .
O,It wasn't the case that that I felt like I was now or like a loveless robot .
O,You know what I mean ?
O,I didn't feel like Spock .
O,And it wasn't the case that I'd forgotten anything .
O,"If that makes sense , like I hadn't erased any memories ."
O,But I did feel some relief .
O,"You did feel like you extracted some of those feelings of love , the strong feelings of love and that compulsion ."
O,Yeah .
O,I just wasn't so wrapped around the axle .
O,I wasn't .
O,"You know , and I wasn't crying on it like I used to ."
O,I wasn't .
O,I don't know .
O,"I just have felt so , like obsessively compulsive , you know ?"
O,Yeah .
O,"Ben , I mean , obviously , like , I'm a sample size of one ."
O,Right .
O,"But on the other hand , to be frank , it's like I have been trying to get over this so many ways for so many years that , yeah , I haven't gone back to that place that I was beforehand feeling really kind out of like out of my own control ."
O,Does it does it make you feel more open to meeting another person ?
O,"Oh , interesting ."
O,I mean .
O,OK .
O,I don't know if this is .
O,"This might be wishful thinking on my part , but ."
O,"Before this , I thought you have to get over this guy completely ."
O,"If you're ever going to have an honest relationship again , right ."
O,And I think that makes sense .
O,Like you don't want to .
O,You don't want to hamstring a new relationship by being cluttered with some strong old feeling .
O,"But by this point , I think the task is to be like as generous to your next partner and to yourself ."
O,Be frank about how much like emotional capacity you have .
O,"And I don't know , I have the feeling that the man that I love next will have some passionate loves in his rearview mirror as well ."
O,That's the musician Dessa .
O,You can find her full talk at TED.com on the show today in and out of love .
O,Stay with us .
O,I'm Guy RAZ .
O,And you're listening to the TED Radio Hour from NPR .
B-AD,Support for this podcast and the following message come from Mark Stra Moch Stra provides businesses with their own client interaction app for today's digital age .
I-AD,"Your app , powered by Marc Stra , will be a one stop hub , keeping your clients in continuous connection with your business ."
I-AD,"Your organization can provide personalized , high touch service to your clients from anywhere and at any time ."
I-AD,Manage your team to effectively respond to clients all from within your app .
E-AD,Get your One-Stop app at moxa dot com .
B-AD,"Thanks also to Shopify , making it easier for you to run a business online from just about anywhere ."
I-AD,Shopify has the full package .
I-AD,"It allows you to create your online store , sell in multiple places and manage your inventory payments and shipping ."
E-AD,Learn more and sign up for Shapp AFI's 90 day free trial at Shopify dot com slash NPR .
B-AD,"Support also comes from First Republic Bank , whose first and only business is client service ."
I-AD,They work with you to create customized financial solutions that support your unique needs and goals .
I-AD,Reach out today and you'll be connected with a dedicated banker who will always be your first point of contact with the bank because they understand your total financial picture .
I-AD,They can recommend the services and products that are right for you or your business .
E-AD,"To learn more , visit First Republic RT.com ."
O,It's the TED Radio Hour from NPR .
O,I'm Guy RAZ .
O,"And on the show today , in and out of Love , we just heard about falling out of unhealthy love ."
O,But what about love that's dangerous and abusive ?
O,"Everybody knows a punch is wrong , but if somebody punched you on the first date , that would be the last day , right ?"
O,That's not what happens .
O,"What happens is you start out adored and you think this is it , but you miss some of the signs that it's not really love ."
O,It's more about control and possession .
O,And being whisked off your feet is not such a good thing .
O,If you're being tethered to this new person and you're being pulled away from everyone else that loves you .
O,This is Katie Hood and I am the CEO of the One Love Foundation .
O,And Katie spends a lot of time teaching young people how to create healthy relationships and to notice the warning signs of abusive ones .
O,One love was started in 2010 to honor the memory of a young woman named Yardley Love who is beaten to death by her ex-boyfriend .
O,"That year , her family was as in shock as anybody could be that this had happened , and they really hadn't understood that she'd been in an abusive relationship ."
O,"As time passed , they realized that had a domestic violence expert been in the room , they would have understood the signs that she was in an unhealthy and increasingly dangerous relationship ."
O,Katie Hood explains some of these signs from the TED stage .
O,"Maybe it's when your new boyfriend or girlfriend says I love you faster than you were ready for or start showing up everywhere , texting and calling a lot ."
O,"Maybe they're impatient when you're slow to respond , even though they know you had other things going on that day ."
O,It's important to remember that it's not how our relationship starts that matters .
O,It's how it evolves .
O,Are you comfortable with the pace of intimacy ?
O,Do you feel like you have space and room to breathe ?
O,Are your requests respected ?
O,A second marker is isolation .
O,We talk a lot about isolation .
O,In my opinion .
O,This is like the most missed sign and it's missed because it's coded in things like you guys just like each other so much .
O,You want to spend all of your time together .
O,Or I just don't want to be with other people because I just want to be with you .
O,I think about you all the time .
O,And some of these are normal feelings in a new relationship .
O,"But again , a lot of what we're trying to teach is you really have to be listening to your gut and thinking about are you comfortable with that ?"
O,Do you feel pulled away from your support networks ?
O,"Because , you know , when I think about characteristics of people who become abusive ."
O,I think this need for sort of control and possession and having you tethered to them as opposed to others is really at the center of it .
O,So we're really trying to teach that .
O,"Is it normal instinct to want to spend all your time with this new person , but pay attention to when it doesn't feel comfortable anymore ?"
O,"As the honeymoon period begins to fade , extreme jealousy can creep in conversations that used to be fun and light turn mean and embarrassing ."
O,Maybe your partner makes fun of you in a way that hurts .
O,Or maybe they tell stories and jokes for laughs at your expense .
O,"When you try to explain that your feelings have been hurt , they shut you down and accuse you of overreacting ."
O,"As tension rises , so does volatility ."
O,"Tearful , frustrated fights followed by emotional makeup's hateful and hurtful comments like you're worthless ."
O,I'm not even sure why I'm with you .
O,"Followed quickly by apologies and promises , it will never happen again ."
O,"By this point , you've been so conditioned to this relationship roller coaster that you may not realize how unhealthy and maybe even dangerous your relationship has become ."
O,"I think for most of us , when we have a friend or somebody we care about who who is in this kind of relationship that we can with sort of think we can identify from the outside , our instinct is to be like , get out ."
O,What are you doing ?
O,This person is so bad for you .
O,"And I think oftentimes the person who is the on the receiving end of much the abuse knows that they understand that intellectually that this is not healthy , but something prevents it from ending ."
O,"I think it's a few things we've educated , you know , almost 750000 kids over the last five years through in-person workshops , and the number one question is always how do I help a friend ?"
O,"And the first answer is , you know , a person who's in an abusive relationship spends a lot of time listening to this other person , belittle them , berate them , tell them what to do ."
O,"If you mimic that person's behavior , you're not helping ."
O,So you may not think you're belittling them when you go .
O,Are you crazy ?
O,"This guy is crazy , right ?"
O,You're not being supportive .
O,It comes across as sort of the same sort of dictatorial statement .
O,Right .
O,"And I would say frequently , you're definitely not sharing how bad it really is with people on the outside ."
O,So sometimes friends miss the signs .
O,"I just I think in general what happens in an abusive relationship and I frequently referred to it as a rabbit hole , you lose your footing ."
O,"You know , you sort of feel paralyzed ."
O,I've talked to more people than I know who just feel like they can't take the next step .
O,"And so you may be telling them and offering support , but on average , it takes seven times for a person to leave an abusive relationship ."
O,"It's not easy , which is why our focus on teaching the signs ahead of time so that people avoid the rabbit hole so that they have clear sight coming in ."
O,"Because once you're down the rabbit hole , there's no doubt ."
O,It's much harder .
O,The biggest thing in my work that I'm continually surprised by is just we have so much stigma around this issue .
O,I think I think about like Maslow's hierarchy of needs a lot .
O,"You know , safety safety is such an important part of it ."
O,"And I think the idea that someone we love could hurt us or abuse us , it's it's impossible for us to think about as an entity that survived it ."
O,Now it makes no sense .
O,"And if that's true , then it sort of threatens everything ."
O,Right .
O,"I mean , everything in life feels a little unstable , if that's true ."
O,And so it's easier to think it happens to someone else somewhere else than to think it could happen to us or someone we love .
O,"And by the way , if you've survived abuse many times , you've survived by putting it in a box , putting it on the shelf , walking away and never talking about it again , because it's deeply it's deeply harming ."
O,But what we're optimistic about is if this is an issue that affects so many of us abuse .
O,"And if the level above that unhealthy relationships affects all of us , then it seems like there is the possibility to make some major impact and drive change ."
O,That's Katie Hood .
O,She's the CEO of the One Love Foundation .
O,"You can see her full talk at TED.com on the show today , ideas about falling in and out of love and for a lot of relationships ."
O,The end point is when one person has fallen out of love and the other is still desperately holding on .
O,There is some kind of debate about whether love should actually be classified as an addiction .
O,"This is psychologist guy , which it's a little cynical and it's a little probably unpopular ."
O,"But if we're just looking at what happens in the brain , then it might need to be regulated by the FDA ."
O,"Again , he's not actually serious about the FDA , but guy knows how addictive love can be because for the past 20 years , he's counseled hundreds of patients through heartbreak ."
O,There's nothing else in terms of a human experience that can make a perfectly reasonable person go absolutely crazy .
O,And you will see the biggest possible deviations from normal behavior when somebody is heartbroken .
O,And it's hard to think of another human experience that would cause that kind of extremes .
O,"But with heartbreak , you see it all the time ."
O,"You know , I know people who literally stayed in bed for weeks at a time ."
O,"They don't go to work or they go to work , but spend the entire day in the bathroom crying ."
O,"And then to try and get to the person to try and change the person's mind , they will call and call and call ."
O,The person is not answering .
O,Or they've blocked them .
O,They will spend the entire night online trying to see if they can get to them or their social media page through some avenue or outlet .
O,The desperation people feel is profound .
O,"And that's because on a chemical level , romantic love really is kind of like a drug ."
O,Guy Winch continues this idea from the TED stage .
O,Brain studies have shown that the withdrawal of romantic love activates the same mechanisms in our brain that gets activated when addicts are withdrawing from substances like cocaine or opioids .
O,Almost every one of us will have a heartbroken .
O,My patient Kathy planned her wedding when she was in middle school .
O,She would meet her future husband by age 27 .
O,Get engaged a year later and get married a year after that .
O,"But when Kathy turned 27 , she found a lump in her breast ."
O,She went through many months of harsh chemotherapy and painful surgeries .
O,And then she found a lump in her other breast and had to do it all over again .
O,"Kathy recovered , though , and soon afterwards she met Rich and fell in love ."
O,The relationship was everything she hoped it would be .
