O,We're in the early central part of the state right .
O,No she's down by .
O,She's in Hollywood .
O,No she's not up in Tallahassee Hi Jewish Miami Jacksonville .
O,Just making do in Jackson she decided to retire to Jacksonville Florida .
O,Florida's odd I always tell people like any bizarre story .
O,Always had some Florida connection .
O,Yeah I mean I grew up in a very I grew up like 20 minutes north of Orlando .
O,So just a very boring normal .
O,And childhood is that by the time the park .
O,Yes .
O,Like it's even about 40 minutes north of that .
O,Wow .
O,Did you see the .
O,Did you see that movie the other Florida project .
O,Ted and I know everyone told me in the rough .
O,You can watch it now .
O,I have to I have to do that .
O,All right so you're just in for it .
O,You got an older and younger brother .
O,Yes .
O,They're out here doing what production work you say .
O,Yeah .
O,And you get along with them .
O,I do .
O,They're at the house occasionally .
O,Do they like doors .
O,They do like that .
O,Do you like doors more than they like Ryan and everyone .
O,Yeah .
O,Everyone in my life .
O,But how do you like what is that .
O,Because that era that you came up in in terms of you know in what you came up in the singing thing how does that start .
O,You know in Florida how do you become a pop sensation just pants .
O,Really .
O,Yeah .
O,I was like a a dorky theater kid .
O,I was in high school before .
O,No no it's like a kid like eight nine ten .
O,So you'd go you do plays and local community theater .
O,Oh yeah .
O,Yeah .
O,And I'm like no one in my family sings Xer is remotely artistic at all .
O,I don't know where it came from .
O,He just needed it .
O,I needed it .
O,I did .
O,I did like so much so that the Orlando Sentinel the local paper every Friday would have an audition hotline .
O,Yeah with all of the auditions coming up the next week and I would listen every Friday before school and see if there was anything for anyone my age like all across town really .
O,And my parents were so wonderful because they would schlep me here from audition to audition like you know far out outside of our little area .
O,Were there ever situations where you would go into an audition and your mom would be like I know about this place kind of an hour away maybe too far this doesn't seem like a real theater operation .
O,What was that guy .
O,No no .
O,We're not going here .
O,Well I did a ton of that until I in Orlando Magic came and saw a little girl my age sing the national anthem we talkin 12th and I had no idea that was even in the realm of possibility that that was a career today .
O,That was a career trajectory for a 12 year .
O,I can sing that whole center .
O,I begged my parents to try to put me on tape and send in like an audition to the magic and they did .
O,And I got chosen and from there I sang for the Magic Game .
O,And then I don't know I got sort of put into some sort of national anthem circuit where I then sang for every other sports team that played in that same arena .
O,I played for the I sang for the jackals which I think was the arena football team .
O,So you're the the anthem kid .
O,I was a little anthem kid .
O,I was singing .
O,I remember I was 13 .
O,I was singing at the ice hockey game and my dad was sitting in like the Goldie box or whatever the penalty box .
O,Yeah .
O,And I'm walking back after I sang I had my little pitch pipe and these two guys like bizarre men makin me over and my dad and me in Florida and Orlando and they asked me if I've ever recorded in a recording studio before two guys to ice and .
O,And they say We'd love to like we have some songs that we've written and we'd love to have you sing them to young guys like that .
O,Right right .
O,And my parents were like if you want to do that if you want to spend some of your own money that leave me like doing national commercials to do the commercials in the anthem gig .
O,Yeah .
O,You did some national commercials I did I did I did a Kmart commercial and a bunch of stuff for like the theme parks .
O,Nothing Superman nationals .
O,So you're making some money .
O,I mean no .
O,Well I love money but Kmart .
O,Yeah .
O,But enough to go sustain myself recording in some bizarre studio on the outskirts of Orlando .
O,Oh yeah .
O,So how is it so your parents .
O,I mean my parents are OK .
O,I'm in the studio recording what they drive me over there they sit in there with their lawyer with my mom and dad are there with the weird guys like the weird guys .
O,And it's looking back now .
O,It's so sketchy at the time .
O,It was like this is how they dealt with it and they kind is kind of I mean the record industry is not known for it's like you know deja ending .
O,Yeah .
O,So I'm in the studio and this guy who works for FedEx has a friend of a friend of a friend of a friend who's the head of Urban and are as they called it at Epic Records in New York .
O,That's big .
O,Yeah .
O,And there's this FedEx guy somehow maneuvers it up the chain and it gets to this .
O,This gentleman in New York just out of out of his goodness of his heart I mean clearly I'm sure there was he was looking to be a talent scout or you know get out find a new gig for himself did you give him a Christmas present .
O,They they definitely took care of him .
O,And this this guy flew down to Orlando from Epic Records and and our guy and our guy and I sang a song from a musical for him which musical Once Upon a Mattress I don't even I just knew this one song from the show and he belted it out belted it out for him I was 14 at the time and just started my freshman year of high school and he I don't know how but like heard something he liked and I signed with him and I left school just after Christmas break and as a freshman as a freshman and he went to New York I went to New York and started making my first record .
O,Yeah .
O,What's it called so real .
O,You were solely you .
O,I was .
O,It was teach stuff .
O,Shit hit 15 .
O,This was 1999 .
O,I mean come on now I know .
O,I don't know .
O,I see but it's sort of fascinating to me that you know you have this fund that you know this fundamental talent both as a actor and as a singer that's kind of you to put it that way .
O,I don't know if that was really the case .
O,No of course it was the case .
O,I mean you were running around doing this stuff and you know you you were charming enough to get these gigs you weren't they weren't laughing at you at the national anthem .
O,You were .
O,You were doing the job or you wouldn't have gotten the job .
O,I guess I guess you were in some free kid .
O,You know you're right .
O,You .
O,Sure .
O,But you know when you give people the benefit of the doubt when they're 12 13 years old and sing right for the benefit of the doubt is one thing but I'm a guy to fly down from New York and decide like nice kid .
O,Now that epic in our guy was he like old score or just another young 30 some .
O,He was a young guy .
O,He actually his big claim to fame was he had signed the Backstreet Boys when they were at Jive Records and he had just moved to epic .
O,And I think I was one of the first acts that he signed .
O,Now I unfortunately I was sort of I think a grown man kind of sure by the time all this happened .
O,So I was in your cup of tea .
O,No .
O,And I get I get him a lot of confused .
O,I miss the most things .
O,I miss him .
O,I I missed almost everything .
O,I don't know why but sure I did .
O,But but my question though is that .
O,So you go up to New York and you do a seeing now .
O,Were you just there .
O,Obviously someone had an idea of how you fit into the whole .
O,Yeah this was sort of I was on the cusp of Britney Spears and Christina Aguilera like they had just come out and were just sort of like racing to the top .
O,We are fans of them to be quite honest didn't .
O,It was so new like you know my world .
O,I was my label's answer to those those girls but they they decided that they decided that I didn't know .
O,So it was hard to even like to be fans of them at that point because they were just sort of like coming and they were like kids too right .
O,They were kids to like 15 16 .
O,They were slightly older than like three or four years .
O,One of them weren't a Mouseketeer or something .
O,Both of them .
O,They both were yeah .
O,People assume that I was as well just because of the Orlando and other Mouseketeer kids here .
O,They found her at the park .
O,Down there Disney just churning them out yeah .
O,So you just like singing the songs you weren't writing the songs you were writing new songs for you but they they they wanted you to be this sort of cute sexualized you know temporary role between myself and and my contemporaries I guess is honestly I never had someone telling me that I needed to like no one made decisions for me .
O,No one tried to hyper sexualized my image and the music that I was singing .
O,I mean obviously at that point in time I probably like French kissed a boy band hadn't done anything else so I really didn't know everything that I was singing about but no one like no one made me dressed in a way that made me feel uncomfortable like I still felt very much in control of the image that I was acting the way I answer questions like right .
O,So if they suggested something you would be like OK yeah be in the sense that like you like did you choose your clothes .
O,But they presented it to you right right .
O,I mean there was like a stylist there with a rack of clothes in the same way that that's her here .
O,But yeah I still felt very much in control of making my own decisions .
O,And that first album had like one hit it did Candy Candy .
O,Yeah .
O,And then what happens when that happens so you're 15 now that people that are like you know going crazy for candy are little girls .
O,Yeah mostly little girls .
O,Okay so now you age right younger and they're all excited .
O,Mm hmm .
O,So they when they see you on the street they're excited and they're I don't know if I had that sort of recognition they have a video presence .
O,Yeah yeah yeah .
O,I was still in the heyday of MTV and and very quickly .
O,Actually the record came out in 99 .
O,And that same year at the end of the year I signed a contract with MTV to become an MTV V-J .
O,So I was also on the channel as a V-J year helping TRL when Carson wasn't there and Carson Daly Carson Daly and there was a slightly different world .
O,He just never .
O,Like he never really changes much and he never goes away .
O,It's just sort of why you still out there doing it you're just you turn a TV on like that Carson do .
O,Yeah .
O,What time is it .
O,Two thirty in the morning .
O,He's got a show it to where now he's on with the Today show is on the Today show I know .
O,I finally landed in more in daytime .
O,Yeah I know but then I think he still has his own show .
O,Like you said at 2:00 in the morning as well but that show like I did it once and he wasn't even there .
O,I remember like they used to do these record these out of studio interviews it was a time where they'd sort of fold stuff in and it was his really late show wasn't the one where he was just doing a straight up talk show .
O,There were segments .
O,Yeah .
O,And I knew I was going to be on the Carson Daly Show .
O,Like someone interviewed me in a bar or something and then he just showed up there and I don't get to meet Carson there is only so much time in the day for him .
O,So yeah it's true .
O,So you're he's on MTV at that time .
O,Yes .
O,And who are the other cats on MTV to you and oh gosh Steve Holmes and I believe a Nona was another a tigress was .
O,It was a V-J at one point .
O,Oh yeah I mean it was .
O,Was he in baby boy .
O,Was s Dad's demo of that movie .
O,Yeah .
O,I haven't seen the movie .
O,Oh you gotta watch that movie huh .
O,It's great movie .
O,It's it's Singleton .
O,You know it's yeah Boyz in the hood .
O,Yeah .
O,I love that movie .
O,So do you guys you're all v J's .
O,Yeah there's like at that point there's like what 12 videos in rotation early this morning that probably more than that .
O,Yeah but it was back like during the heyday of MTV to where they had like MTV spring break MTV like snowed in Big Bear and like Jon Stewart is the host spring break and really he did .
O,That was before my time .
O,I was only spring break experience so by the way as a 15 and 16 year old with like drunk college guys leering at you .
O,Yeah .
O,No not a good thing .
O,That's a that's a part of America that never changes never drunk college guys leering at girl teenager teenage girls .
O,But but what .
O,But did you ever have to at that time were you just excited were you just happy to be part of it .
O,And absolutely .
O,And was there a competitive nature between you and not at all .
O,I mean first of all they had such tremendous success here comparatively .
O,I was I'm sure they didn't even know my name .
O,They probably didn't even know I existed .
O,So did you feel shitty .
O,No not at all .
O,I felt and I still feel like incredibly grateful to have had those opportunities and .
O,I mean here I am at 34 still having some semblance of a career thanks to that .
O,So no .
O,And I always knew like look I am not a performer like they are .
O,Did you stop aging at some point did you just stop .
O,I mean like you're here like I mean you're 30 for it but I feel like I've known about you my entire life and you're just I'm getting older and you're staying the same .
O,How does that happen .
O,I don't know .
O,No no .
O,I'm 34 certainly not the case .
O,I mean I've been doing this since I was 16 .
O,That's 15 .
O,So it's it's pretty mind blowing but but so were you an MTV personality when you do the second record .
O,Yes .
O,So it was all tied together like and you never felt any weirdness from the record like you .
O,It didn't get ugly .
O,No way .
O,In what way .
O,Well I mean it just feels like there would be a lot of pressure .
O,Like you know you're like this like I it's hard for me not to see younger people who get involved in the record business as products and being pushed a certain way .
O,I mean I suppose there was some of that going on but I didn't feel wholly aware .
O,You asked excited .
O,I was so excited for the opportunity .
O,And it was so overwhelming in a way that I just kept taking it day by day and not trying to look at the bigger picture of it all .
O,Yeah and I didn't know what I was doing right .
O,Oh there was no .
O,And you know being a young person you like to have all of that on my plate now would complete would give me anxiety .
O,It would freak me out right as a young person I was just like I go open up for the Backstreet Boys in front of like 20000 people and all these glow sticks and just the roar of the crowd and I wouldn't think anything of it .
O,Now I would have I would shit my pants leg you know I didn't do it .
O,You're just sort of locked in .
O,I was so lucky to go out and say yeah I had my backup dancers .
O,Yeah .
O,What I was doing but I just like I was in it .
O,Were you dancers in ish trying to really label noticed really early on .
O,Okay so she's not a dancer .
O,No I did one music video at the candy video where I'm like trying to dance horrendous .
O,And I think after that they realized they got her strong you should just sing it just like hold the microphone stand .
O,So that's why you're like you're not like .
O,Like I wasn't Britney or Christina .
O,They were they were real performers in every sense of the word .
O,So at the backstreet boys those are the Boston guys right .
O,That's New Kids on the block Oh damn it .
O,Where are they .
O,They were earlier .
O,They were an earlier incarnation of the boy band .
O,Yes .
O,So the Backstreet Boys Backstreet Boys N Sync they came after them then they aren't trying to come back or something extra .
O,It's still I think they're still at I guess doing a residency or something else doing it .
O,Yeah yeah .
O,Is that good or why not .
O,I guess so .
O,Right yeah .
O,I don't you wonder who goes are they .
O,Are they the teenage girls that were that all grown up now .
O,Yeah .
O,Yeah .
O,And what they pray 40s .
O,But I feel like I have the same fan base in a way or at least like young women that were that sort of like grew up with me .
O,Well not like young moms and stuff for sure .
O,I guess there's sort of that nostalgia quotient too for for people with those kinds of bands who don't do you .
O,Well yeah .
O,I think for any band like I think that any band that made an impact on somebody when they were like 13 or 14 it's lodged in there .
O,Yeah .
O,And you kind of want to go back because it seems like as you get older there's some party that's always yearning to sort of like I wonder you know if I can you know tap back into that again touch with that person what happened to that for example .
O,But do you don't .
O,But you don't do no nostalgia shows do you .
O,No no no .
O,I haven't done music in a while .
O,I'm going back to it though .
O,All right .
O,Mm hmm .
O,Yeah .
O,We heard you did a little of that .
O,Where you got a band do you know any musician studio .
O,But you sang on the show .
O,I do I sing on the show .
O,Yeah yeah .
O,That's part of that's a back story of your life in the show too which was unknown to me when I auditioned .
O,I didn't know though .
O,I always wonder how much they know when they start writing these shows because I've been on a couple and the ones I'm on that I don't I don't get the sense that they know from season to season what the next season's going to look like but I something like this is also looks like they've got it mapped haven't you .
O,He absolutely has it mapped out until the end .
O,I think once I got the part here he decided to sort of add that into her backstory because we had worked together on that Disney movie Tangled and fog woman who created the hero Hansel and Rapunzel .
O,And so he knew that I sang because of that that film and that experience together so I think that may be factored in .
O,Yeah for the backstory here Yeah he knew that you were seeing .
O,You know I could carry a tune ish .
O,So OK so now you do the second record .
O,Yes .
O,Any hits .
O,Yeah .
O,There was there was a song called I Want To Be With You .
